Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,ramosum,,,,N/A,N/A,1323
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,acetoxidans,,,,N/A,N/A,1324
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,saccharogumia,Anaerobe,,,fermenter,carbohydrates,1325
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,invisus,Anaerobe,,,fermenter,N/A,1326
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,spiroforme,Anaerobe,,,fermenter,carbohydrates,1327
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,pneumosintes,,,,N/A,N/A,1328
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,rhusiopathiae,,,,N/A,N/A,1329
Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,necator,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1330
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,,,mixed,N/A,1331
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,fergusonii,Aerobe,,Pairs - Singles,respirer,N/A,1332
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,succinatiphilus,Anaerobe,,,fermenter,N/A,1333
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,hermannii,Facultative anaerobe,,,mixed,N/A,1334
Cyanobacteria,,Nostocales,Rivulariaceae,Dichothrix,baueriana,,,,N/A,N/A,1335
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,sp. 1_1_43,Facultative anaerobe,,,mixed,N/A,1336
Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,Dicrocoelium,dendriticum,,,,N/A,N/A,1337
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,sp. 4_1_40b,Facultative anaerobe,,,mixed,N/A,1338
Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,pinodes,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1339
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,harbinense,Anaerobic,,Nonsporulating,N/A,N/A,1340
Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,cinnamea,Aerobe,,,fermenter,carbohydrates,1341
Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,brachy,Anaerobe,,,fermenter,carbohydrates,1342
Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,maris,,,,N/A,N/A,1343
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,cellulosolvens,Anaerobe,,,fermenter,carbohydrates,1344
Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Diploicia,canescens,,,,N/A,N/A,1345
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Eubacterium,desmolans,Obligate anaerobe,,,fermenter,N/A,1346
Cyanobacteria,,Nostocales,Aphanizomenonaceae,Dolichospermum,flos-aquae,,,,N/A,N/A,1347
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligen,Anaerobe,,,fermenter,N/A,1348
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,Anaerobe,,,fermenter,carbohydrates,1349
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,hallii,Obligate anaerobe,,,fermenter,carbohydrates,1350
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,limosum,Anaerobe,,,fermenter,N/A,1351
Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,beijingensis,Aerobe,,,fermenter,carbohydrates,1352
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,ramulus,Anaerobe,,,fermenter,carbohydrates,1353
Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,fermentans,Aerobe,,Chains - Pairs,respirer,organic_unspecified,1354
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,rectale,Anaerobe,,Nonsporulating,fermenter,N/A,1355
Platyhelminthes,Trematoda,Plagiorchiida,Echinostomatidae,Echinostoma,caproni,,,,N/A,N/A,1356
Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,saphenum,Anaerobe,,,fermenter,carbohydrates,1357
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,tarda,Facultative anaerobe,,Nonsporulating,mixed,carbohydrates,1358
Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,sulci,Anaerobe,,,fermenter,carbohydrates,1359
Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,sp. 1_3_56faa,Nanaerobe,,,fermenter,carbohydrates,1360
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,ventriosum,Anaerobe,,,fermenter,carbohydrates,1361
Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,sp. yy7918,Nanaerobe,,,fermenter,N/A,1362
Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa,lata,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1363
Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XII,Exiguobacterium,aurantiacum,Facultative anaerobe,,,mixed,carbohydrates,1364
Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,,Nanaerobe,,,fermenter,N/A,1365
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,dermatitidis,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1366
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,mesophila,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1367
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Eggerthia,catenaformis,Anaerobe,,,fermenter,carbohydrates,1368
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,oligosperma,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1369
Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis,Aerobe,,,respirer,N/A,1370
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,pisciphila,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1371
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,spinifera,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1372
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,xenobiotica,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1373
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,faecis,Anaerobic,,,N/A,carbohydrates,1374
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,mortiferum,Anaerobe,,,fermenter,carbohydrates,1375
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,intestinale,Anaerobic,,,N/A,carbohydrates,1376
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,necrophorum,Anaerobe,,,fermenter,carbohydrates,1377
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,tardum,Anaerobic,,,N/A,carbohydrates,1378
Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,Anaerobe,,Nonsporulating,fermenter,carbohydrates,1379
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,pleomorphus,,,,N/A,N/A,1380
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,periodonticum,Anaerobe,,,fermenter,carbohydrates,1381
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,cylindroides,Obligate anaerobe,,,fermenter,carbohydrates,1382
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,russii,Microaerophile,,,fermenter,amino_acids_proteins,1383
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Faecousia,intestinalis,Anaerobic,,,N/A,carbohydrates,1384
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,Anaerobe,,,fermenter,carbohydrates,1385
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Fannyhessea,vaginae,,,,N/A,N/A,1386
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,varium,Anaerobe,,,fermenter,carbohydrates,1387
Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,alocis,Anaerobe,,,fermenter,N/A,1388
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis,Anaerobic,,,N/A,N/A,1389
Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,stepposum,Aerobe,,Sporulating (basidiospores)/reproduction by budding,respirer,organic_unspecified,1390
Firmicutes,Bacilli,Bacillales,,Gemella,bergeri,,,,N/A,N/A,1391
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,magna,Anaerobe,,,fermenter,N/A,1392
Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,haemolysans,Facultative anaerobe,,,mixed,carbohydrates,1393
Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,morbillorum,Facultative anaerobe,,,mixed,carbohydrates,1394
Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,sanguinis,Facultative anaerobe,,,mixed,carbohydrates,1395
Cyanobacteria,,Nostocales,Hapalosiphonaceae,Fischerella,ambigua,,,,N/A,N/A,1396
Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,Aerobe,,,mixed,carbohydrates,1397
Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,Aerobe,,Nonsporulating,respirer,N/A,1398
Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,thermodenitrificans,Facultative aerobe,,Sporulating,mixed,organic_unspecified,1399
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Flavonifractor,hominis,Anaerobic,,,N/A,carbohydrates,1400
Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,vulcani,Aerobe,,,mixed,carbohydrates,1401
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,plautii,Facultative anaerobe,,,mixed,carbohydrates,1402
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,bemidjiensis,Anaerobe,,Singles,fermenter,inorganic,1403
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,erecta,Aerobe,,Sporulating,respirer,amino_acids_proteins,1404
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,metallireducens,Anaerobe,,Singles,fermenter,inorganic,1405
Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,tularensis,Aerobe,,Singles,respirer,N/A,1406
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,sulfurreducens,Anaerobe,,,fermenter,N/A,1407
Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,alni,,,,N/A,N/A,1408
Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,,,,,N/A,N/A,1409
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,acuminatum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1410
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,candidum,Aerobe/facultative anaerobe,,Sporulating,mixed,amino_acids_proteins,1411
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,babinda,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1412
Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,lozoyensis,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1413
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,chlamydosporum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1414
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Gleimia,coleocanis,,,,N/A,N/A,1415
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,compactum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1416
Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,trabeum,Aerobe/facultative anaerobe,,Sporulating (basidiospores)/reproduction by budding,mixed,complex_carbs_fiber,1417
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,culmorum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1418
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,oxydans,Aerobe,,,respirer,N/A,1419
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,fujikuroi,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1420
Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,Gonapodyaceae,Gonapodya,prolifera,Aerobic,,Sporulating,fermenter,complex_carbs_fiber,1421
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,graminearum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1422
Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,rubripertincta,Aerobe,,,fermenter,carbohydrates,1423
Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,terrae,Aerobe,,,fermenter,carbohydrates,1424
Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,pamelaeae,Anaerobe,,,fermenter,N/A,1425
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,haematococcum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1426
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,incarnatum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1427
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,bethesdensis,,,,N/A,N/A,1428
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,lateritium,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1429
Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,Facultative anaerobe,,,mixed,carbohydrates,1430
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,oxysporum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1431
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,proliferatum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1432
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,pseudograminearum,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1433
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,solani,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1434
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sp. f31,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1435
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sporotrichioides,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1436
Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans,Facultative anaerobe,,,mixed,carbohydrates,1437
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,tricinctum,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1438
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,hollisae,Facultative anaerobe,,,mixed,N/A,1439
Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,verticillioides,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1440
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,aegyptius,,,,N/A,N/A,1441
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,gonidiaformans,Anaerobe,,,fermenter,carbohydrates,1442
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus,Facultative anaerobe,,,mixed,carbohydrates,1443
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,sputorum,Aerobe,,,respirer,N/A,1444
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia,pneumoniae,Facultative anaerobe,,,mixed,N/A,1445
Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,saccharolyticum,,,,N/A,N/A,1446
Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,marismortui,Aerobe,,Singles,respirer,organic_unspecified,1447
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,bovis,,,,N/A,N/A,1448
Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,salinarum,Anaerobe,,Nonsporulating,fermenter,organic_unspecified,1449
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,asparagiformis,Anaerobe,,,fermenter,N/A,1450
Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,Aerobe,,,fermenter,carbohydrates,1451
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,bolteae,Anaerobe,,,fermenter,carbohydrates,1452
Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,Aerobe,,Nonsporulating,respirer,organic_unspecified,1453
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,citroniae,Anaerobe,,,fermenter,carbohydrates,1454
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,clostridioformis,Anaerobe,,,fermenter,carbohydrates,1455
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,hylemonae,Anaerobe,,,fermenter,carbohydrates,1456
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,indolis,Anaerobe,,,fermenter,carbohydrates,1457
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,uvarum,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,1458
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,methoxybenzovorans,Anaerobe,,,fermenter,carbohydrates,1459
Cyanobacteria,,Nostocales,Hapalosiphonaceae,Hapalosiphon,welwitschii,,,,N/A,N/A,1460
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,phytofermentans,Anaerobe,,Sporulating,fermenter,organic_unspecified,1461
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,bilis,Microaerophile,,,mixed,carbohydrates,1462
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,scindens,Aerotolerant,,,fermenter,carbohydrates,1463
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,canadensis,Microaerophile,,,mixed,carbohydrates,1464
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,symbiosum,Anaerobe,,,fermenter,carbohydrates,1465
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,cinaedi,Microaerophile,,,mixed,carbohydrates,1466
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,eligens,Anaerobe,,,fermenter,N/A,1467
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,hominis,Anaerobic,,,N/A,carbohydrates,1468
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,intestinalis,Anaerobic,,,N/A,carbohydrates,1469
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,fennelliae,,,,N/A,N/A,1470
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,multipara,Anaerobe,,,fermenter,carbohydrates,1471
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,winghamensis,Microaerophile,,,mixed,carbohydrates,1472
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,rogosae,Anaerobic,,,N/A,carbohydrates,1473
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,,,,N/A,N/A,1474
Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,palmae,,,,N/A,N/A,1475
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hesperomyces,coleomegillae,Aerobe,,Sporulating,respirer,organic_unspecified,1476
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,indolis,,,,N/A,N/A,1477
Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion,irregulare,Aerobe/facultative anaerobe,,Sporulating (basidiospores),mixed,complex_carbs_fiber,1478
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,saccharolytica,Anaerobic,,Sporulating,N/A,organic_unspecified,1479
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,biformis,Obligate anaerobe,,,fermenter,carbohydrates,1480
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,lignyotus,,,,N/A,N/A,1481
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,filiformis,Anaerobe,,,fermenter,carbohydrates,1482
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,plantarum,Facultative anaerobe,,,mixed,carbohydrates,1483
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Hominicola,intestinalis,Anaerobic,,,N/A,carbohydrates,1484
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acidophilus,Facultative anaerobe,,,mixed,carbohydrates,1485
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hominiventricola,aquisgranensis,Anaerobic,,,N/A,carbohydrates,1486
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,amylolyticus,Facultative anaerobe,,,mixed,carbohydrates,1487
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,amylovorus,Anaerobe,,,fermenter,N/A,1488
Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,fuscoatra,,,,N/A,N/A,1489
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,animalis,Facultative anaerobe,,,mixed,carbohydrates,1490
Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,clariflavum,,,,N/A,N/A,1491
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,antri,Facultative anaerobe,,,mixed,carbohydrates,1492
Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,thermocellum,,,,N/A,N/A,1493
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,brevis,Facultative anaerobe,,Chains - Singles,mixed,carbohydrates,1494
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,hathewayi,Obligate anaerobe,,,fermenter,carbohydrates,1495
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,buchneri,Facultative anaerobe,,,mixed,carbohydrates,1496
Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,denitrificans,,,,N/A,N/A,1497
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,burtonii,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1498
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,heimii,Aerobe,,Sporulating,respirer,organic_unspecified,1499
Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,aurantius,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1500
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,casei,Facultative anaerobe,,,mixed,N/A,1501
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,coryniformis,Facultative anaerobe,,,mixed,carbohydrates,1502
Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,chrysospermus,,,,N/A,N/A,1503
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,crispatus,Facultative anaerobe,,,mixed,carbohydrates,1504
Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,carneum,,,,N/A,N/A,1505
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,curvatus,Facultative anaerobe,,,mixed,carbohydrates,1506
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,delbrueckii,Facultative anaerobe,,,mixed,N/A,1507
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,fermentum,Facultative anaerobe; microaerophile,,,mixed,carbohydrates,1508
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gasseri,Facultative anaerobe,,,mixed,N/A,1509
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gastricus,Facultative anaerobe,,,mixed,carbohydrates,1510
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,helveticus,Facultative anaerobe,,,mixed,carbohydrates,1511
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,hilgardii,Facultative anaerobe,,,mixed,carbohydrates,1512
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,jensenii,Facultative anaerobe,,,mixed,carbohydrates,1513
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,johnsonii,Facultative anaerobe,,,mixed,carbohydrates,1514
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,murinus,,,,N/A,N/A,1515
