id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
990	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	fabianii	cyberlindnera	fabianii	Cyberlindnera fabianii	species	36022	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)	mixed	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
991	NULL	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	pernix	aeropyrum	pernix	Aeropyrum pernix	species	56636	NULL	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
992	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	jadinii	cyberlindnera	jadinii	Cyberlindnera jadinii	species	4903	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)	mixed	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
993	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	birgiae	afipia	birgiae	Afipia birgiae	species	151414	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
994	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	suaveolens	cyberlindnera	suaveolens	Cyberlindnera suaveolens	species	907738	NULL	Aerobe	NULL	Sporulating	fermenter	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
995	NULL	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	vartiovaarae	cyberlindnera	vartiovaarae	Cyberlindnera vartiovaarae	species	NULL	NULL	Aerobe	NULL	Sporulating	fermenter	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:02
996	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	lucidum	cylindrocarpon	lucidum	Cylindrocarpon lucidum	species	301100	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
997	NULL	Cyanobacteria	NULL	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	raciborskii	cylindrospermopsis	raciborskii	Cylindrospermopsis raciborskii	species	77022	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
998	Eubacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	chaffeensis	ehrlichia	chaffeensis	Ehrlichia chaffeensis	species	945	Negative	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
999	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	europaea	cyphellophora	europaea	Cyphellophora europaea	species	293227	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1000	Eubacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	corrodens	eikenella	corrodens	Eikenella corrodens	species	539	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1001	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	macerans	cystofilobasidium	macerans	Cystofilobasidium macerans	species	89926	NULL	Aerobe	NULL	Sporulating (basidiospores)/reproduction by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1002	Eubacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	meningoseptica	elizabethkingia	meningoseptica	Elizabethkingia meningoseptica	species	238	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1003	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	firmus	cytobacillus	firmus	Cytobacillus firmus	species	1399	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1004	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NULL	Emericellopsis	minima	emericellopsis	minima	Emericellopsis minima	species	45245	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1005	Eubacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	hutchinsonii	cytophaga	hutchinsonii	Cytophaga hutchinsonii	species	985	Negative	Aerobe	NULL	NULL	respirator	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1006	Eubacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	brevis	empedobacter	brevis	Empedobacter brevis	species	247	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1007	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacrymyces	ancyleus	dacrymyces	ancyleus	Dacrymyces ancyleus	species	581174	NULL	Aerobe	NULL	Sporulating (basidiospores)	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1008	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	asburiae	enterobacter	asburiae	Enterobacter asburiae	species	61645	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1009	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	haptotyla	dactylellina	haptotyla	Dactylellina haptotyla	species	430498	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1010	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	cancerogenus	enterobacter	cancerogenus	Enterobacter cancerogenus	species	500639	Negative	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1011	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	fabryi	debaryomyces	fabryi	Debaryomyces fabryi	species	58627	NULL	Aerobe	NULL	Sporulating (ascospores)	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1012	Pseudomonadati	Pseudomonadata	Gammaproteobacteria	Enterobaterales	Enterobacteriaceae	Enterobacter	intestinihominis	enterobacter	intestinihominis	Enterobacter intestinihominis	species	3133180	Negative	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1013	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	hansenii	debaryomyces	hansenii	Debaryomyces hansenii	species	4959	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)	mixed	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1014	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	asparagiformis	enterocloster	asparagiformis	Enterocloster asparagiformis	species	333367	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1015	Eubacteria	Deinococcus-thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	radiodurans	deinococcus	radiodurans	Deinococcus radiodurans	species	1299	Positive	Aerobe	NULL	NULL	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1016	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	bolteae	enterocloster	bolteae	Enterocloster bolteae	species	208479	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1017	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	acidovorans	delftia	acidovorans	Delftia acidovorans	species	398578	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1018	NULL	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	citroniae	enterocloster	citroniae	Enterocloster citroniae	species	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1019	Eubacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	acetiphilus	denitrovibrio	acetiphilus	Denitrovibrio acetiphilus	species	118000	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1020	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	clostridioformis	enterocloster	clostridioformis	Enterocloster clostridioformis	species	1531	NULL	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1021	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Dermacoccus	nishinomiyaensis	dermacoccus	nishinomiyaensis	Dermacoccus nishinomiyaensis	species	1274	Positive	Aerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1022	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	hominis	enterocloster	hominis	Enterocloster hominis	species	1917870	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1023	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	baarsii	desulfarculus	baarsii	Desulfarculus baarsii	species	453230	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1024	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	asini	enterococcus	asini	Enterococcus asini	species	1158606	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1025	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	avium	enterococcus	avium	Enterococcus avium	species	1140002	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1026	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	alkenivorans	desulfatibacillum	alkenivorans	Desulfatibacillum alkenivorans	species	259354	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1027	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	caccae	enterococcus	caccae	Enterococcus caccae	species	1158612	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1028	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	hafniense	desulfitobacterium	hafniense	Desulfitobacterium hafniense	species	49338	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1029	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	cecorum	enterococcus	cecorum	Enterococcus cecorum	species	1121864	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1030	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	dispar	enterococcus	dispar	Enterococcus dispar	species	1139219	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1031	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	durans	enterococcus	durans	Enterococcus durans	species	1140001	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1032	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	enterococcus	faecalis	Enterococcus faecalis	species	1351	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1033	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	autotrophicum	desulfobacterium	autotrophicum	Desulfobacterium autotrophicum	species	2296	Negative	Anaerobe	NULL	NULL	fermenter	inorganic	2026-06-19 10:03:02	2026-06-19 10:03:04
1034	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	enterococcus	faecium	Enterococcus faecium	species	1352	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1035	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	gallinarum	enterococcus	gallinarum	Enterococcus gallinarum	species	1353	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1036	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	propionicus	desulfobulbus	propionicus	Desulfobulbus propionicus	species	894	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1037	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	hirae	enterococcus	hirae	Enterococcus hirae	species	1354	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1038	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	retbaense	desulfohalobium	retbaense	Desulfohalobium retbaense	species	45663	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1039	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	italicus	enterococcus	italicus	Enterococcus italicus	species	246144	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1040	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	baculatum	desulfomicrobium	baculatum	Desulfomicrobium baculatum	species	899	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1041	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	malodoratus	enterococcus	malodoratus	Enterococcus malodoratus	species	71451	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1042	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira	thiodismutans	desulfonatronospira	thiodismutans	Desulfonatronospira thiodismutans	species	488939	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1043	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	pallens	enterococcus	pallens	Enterococcus pallens	species	160454	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1044	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	psychrophila	desulfotalea	psychrophila	Desulfotalea psychrophila	species	84980	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1045	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	phoeniculicola	enterococcus	phoeniculicola	Enterococcus phoeniculicola	species	1158610	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1046	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	nigrificans	desulfotomaculum	nigrificans	Desulfotomaculum nigrificans	species	1565	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1047	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	saccharolyticus	enterococcus	saccharolyticus	Enterococcus saccharolyticus	species	41997	NULL	Anaerobe	NULL	Pairs - Singles	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1048	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	reducens	desulfotomaculum	reducens	Desulfotomaculum reducens	species	59610	Positive	Anaerobe	NULL	Sporulating	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	nigrum	epicoccum	nigrum	Epicoccum nigrum	species	105696	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1050	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	desulfuricans	desulfovibrio	desulfuricans	Desulfovibrio desulfuricans	species	1121445	Negative	Facultative anaerobe	NULL	Singles	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1051	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	cymbalariae	eremothecium	cymbalariae	Eremothecium cymbalariae	species	45285	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1052	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	magneticus	desulfovibrio	magneticus	Desulfovibrio magneticus	species	184917	Negative	Anaerobe	NULL	Singles	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1053	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	gossypii	eremothecium	gossypii	Eremothecium gossypii	species	33169	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1054	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	piger	desulfovibrio	piger	Desulfovibrio piger	species	411464	Negative	Anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1055	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	sinecaudum	eremothecium	sinecaudum	Eremothecium sinecaudum	species	45286	NULL	Aerobe	NULL	Sporulating (ascospores)/reproduction by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1056	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	salexigens	desulfovibrio	salexigens	Desulfovibrio salexigens	species	880	Negative	Anaerobe	NULL	Singles	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1057	NULL	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	innocuum	erysipelatoclostridium	innocuum	Erysipelatoclostridium innocuum	species	NULL	NULL	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
1058	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	sp. 3_1_syn3	desulfovibrio	sp. 3_1_syn3	Desulfovibrio sp. 3_1_syn3	species	457398	Negative	Anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1059	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	ramosum	erysipelatoclostridium	ramosum	Erysipelatoclostridium ramosum	species	1547	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1060	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	acetoxidans	desulfuromonas	acetoxidans	Desulfuromonas acetoxidans	species	891	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1061	NULL	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	saccharogumia	erysipelatoclostridium	saccharogumia	Erysipelatoclostridium saccharogumia	species	NULL	NULL	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
1062	Eubacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	invisus	dialister	invisus	Dialister invisus	species	218538	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1063	NULL	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	spiroforme	erysipelatoclostridium	spiroforme	Erysipelatoclostridium spiroforme	species	NULL	NULL	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
1064	Eubacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	pneumosintes	dialister	pneumosintes	Dialister pneumosintes	species	39950	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1065	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	rhusiopathiae	erysipelothrix	rhusiopathiae	Erysipelothrix rhusiopathiae	species	1648	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1066	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator	erysiphe	necator	Erysiphe necator	species	52586	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1067	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	albertii	escherichia	albertii	Escherichia albertii	species	1440052	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1068	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	fergusonii	escherichia	fergusonii	Escherichia fergusonii	species	564	Negative	Aerobe	NULL	Pairs - Singles	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1069	Eubacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	succinatiphilus	dialister	succinatiphilus	Dialister succinatiphilus	species	487173	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1070	NULL	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	hermannii	escherichia	hermannii	Escherichia hermannii	species	NULL	NULL	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1071	NULL	Cyanobacteria	NULL	Nostocales	Rivulariaceae	Dichothrix	baueriana	dichothrix	baueriana	Dichothrix baueriana	species	1316775	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1072	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	sp. 1_1_43	escherichia	sp. 1_1_43	Escherichia sp. 1_1_43	species	457400	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1073	NULL	Platyhelminthes	Trematoda	Plagiorchiida	Dicrocoeliidae	Dicrocoelium	dendriticum	dicrocoelium	dendriticum	Dicrocoelium dendriticum	species	57078	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1074	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	sp. 4_1_40b	escherichia	sp. 4_1_40b	Escherichia sp. 4_1_40b	species	457401	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1075	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	pinodes	didymella	pinodes	Didymella pinodes	species	749589	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1076	Eubacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	harbinense	ethanoligenens	harbinense	Ethanoligenens harbinense	species	253239	Positive	Anaerobic	NULL	Nonsporulating	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1077	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	cinnamea	dietzia	cinnamea	Dietzia cinnamea	species	321318	Positive	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1078	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	brachy	eubacterium	brachy	Eubacterium brachy	species	1321814	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1079	NULL	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	maris	dietzia	maris	Dietzia maris	species	37915	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1080	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	cellulosolvens	eubacterium	cellulosolvens	Eubacterium cellulosolvens	species	29322	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1081	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Diploicia	canescens	diploicia	canescens	Diploicia canescens	species	144695	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1082	NULL	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium	desmolans	eubacterium	desmolans	Eubacterium desmolans	species	NULL	NULL	Obligate anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1083	NULL	Cyanobacteria	NULL	Nostocales	Aphanizomenonaceae	Dolichospermum	flos-aquae	dolichospermum	flos-aquae	Dolichospermum flos-aquae	species	1166	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1084	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligen	eubacterium	eligen	Eubacterium eligen	species	39485	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1085	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	longicatena	dorea	longicatena	Dorea longicatena	species	411462	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1086	NULL	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	hallii	eubacterium	hallii	Eubacterium hallii	species	NULL	NULL	Obligate anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
